YT_ID,Start_time,End_time,Label,Genre
-06BLnbz3dw, 30.000, 40.000,/m/06j6l,Rhythm and blues
-08IuAXloCI, 60.000, 70.000,/m/06by7,Rock music
-0B_6_p16I8, 0.000, 10.000,/m/07gxw,Techno
-0CZPzun7ls, 30.000, 40.000,/m/07gxw,Techno
-0DQ1Fv8Ej4, 10.000, 20.000,/m/06j6l,Rhythm and blues
-0DdLm4S2ls, 10.000, 20.000,/m/0glt670,Hip hop music
-0EcY-RcH8M, 80.000, 90.000,/m/06by7,Rock music
-0G0ddCf6rY, 190.000, 200.000,/m/0glt670,Hip hop music
-0JwMnnZPw0, 30.000, 40.000,/m/064t9,Pop music
-0Jx2nAH0c0, 40.000, 50.000,/m/0glt670,Hip hop music
-0UVPeiDBtE, 30.000, 40.000,/m/06j6l,Rhythm and blues
-0Un4kjF9Vw, 410.000, 420.000,/m/06by7,Rock music
-0WT4SnsffQ, 30.000, 40.000,/m/06j6l,Rhythm and blues
-0XOVV_BJYY, 400.000, 410.000,/m/06by7,Rock music
-0bk4LybTJY, 170.000, 180.000,/m/064t9,Pop music
-0cmQEHsMTg, 0.000, 10.000,/m/0y4f8,Vocal music
-0ek4TgXGE4, 270.000, 280.000,/m/06cqb,Reggae
-0gCauPHV_4, 40.000, 50.000,/m/0glt670,Hip hop music
-0ilrSI-pIc, 30.000, 40.000,/m/064t9,Pop music
-0mAeQpCLFs, 30.000, 40.000,/m/06j6l,Rhythm and blues
-0mXoNTk-Ew, 160.000, 170.000,/m/06by7,Rock music
-0q4iI27ZJU, 30.000, 40.000,/m/064t9,Pop music
-0sqgbUNris, 190.000, 200.000,/m/06by7,Rock music
-1-T9f2G6vk, 30.000, 40.000,/m/07gxw,Techno
-10MdoWOrKU, 100.000, 110.000,/m/07gxw,Techno
-19alzpMU-c, 430.000, 440.000,/m/06by7,Rock music
-1LNS-KYpGY, 30.000, 40.000,/m/06j6l,Rhythm and blues
-1MFycyvV1U, 30.000, 40.000,/m/07gxw,Techno
-1MzwTB9eBA, 380.000, 390.000,/m/06by7,Rock music
-1PT8XqK41k, 30.000, 40.000,/m/064t9,Pop music
-1Pw5NDwncY, 30.000, 40.000,/m/07gxw,Techno
-1Q72rwQ5MM, 100.000, 110.000,/m/064t9,Pop music
-1QjgG7-ulU, 30.000, 40.000,/m/064t9,Pop music
-1RnrnNdVbU, 260.000, 270.000,/m/0glt670,Hip hop music
-1WMaP9dhnI, 30.000, 40.000,/m/07gxw,Techno
-1Yh36mf8fg, 80.000, 90.000,/m/07gxw,Techno
-1ZpO5KFmXE, 40.000, 50.000,/m/0y4f8,Vocal music
-1bV8cYiep8, 30.000, 40.000,/m/064t9,Pop music
-1frRwrP7Jw, 150.000, 160.000,/m/064t9,Pop music
-1gdlct8TfE, 210.000, 220.000,/m/064t9,Pop music
-1hh1cUANXU, 60.000, 70.000,/m/06by7,Rock music
-1m9SbBzl9w, 30.000, 40.000,/m/06j6l,Rhythm and blues
-1ou2LGzoq8, 30.000, 40.000,/m/06j6l,Rhythm and blues
-1s2ecnv7SA, 30.000, 40.000,/m/064t9,Pop music
-1tNcViX51g, 30.000, 40.000,/m/064t9,Pop music
-1vwY6f_qb0, 30.000, 40.000,/m/07gxw,Techno
-1xXADXCgvM, 110.000, 120.000,/m/0y4f8,Vocal music
-23ieUoilLs, 30.000, 40.000,/m/06j6l,Rhythm and blues
-29aLmCJBqQ, 30.000, 40.000,/m/06j6l,Rhythm and blues
-2BQTo2b41Q, 30.000, 40.000,/m/064t9,Pop music
-2LwQb7oWv4, 60.000, 70.000,/m/064t9,Pop music
-2SOeI9iT1I, 30.000, 40.000,/m/06j6l,Rhythm and blues
-2cxq1Sx2FA, 30.000, 40.000,/m/06j6l,Rhythm and blues
-2ffF7rQruw, 120.000, 130.000,/m/07gxw,Techno
-2ftifqe8D4, 30.000, 40.000,/m/06j6l,Rhythm and blues
-2o4OwbKA28, 30.000, 40.000,/m/064t9,Pop music
-2qN_WMJhPI, 30.000, 40.000,/m/0y4f8,Vocal music
-2srFddiiC4, 30.000, 40.000,/m/064t9,Pop music
-2vuXkwvUhM, 30.000, 40.000,/m/07gxw,Techno
-2we1Q-V1Ss, 30.000, 40.000,/m/06j6l,Rhythm and blues
-2whPMVQnSU, 30.000, 40.000,/m/06j6l,Rhythm and blues
-2zQKbne3Fo, 80.000, 90.000,/m/07gxw,Techno
-2zcq-oUhQ4, 200.000, 210.000,/m/0glt670,Hip hop music
-34nAWhAdTg, 30.000, 40.000,/m/07gxw,Techno
-37eHkUnjZk, 30.000, 40.000,/m/06j6l,Rhythm and blues
-38j5hw2gnk, 120.000, 130.000,/m/06by7,Rock music
-3AMvfsfSA4, 30.000, 40.000,/m/07gxw,Techno
-3DiYZ-vEjQ, 0.000, 10.000,/m/0glt670,Hip hop music
-3FSFxsVhJA, 30.000, 40.000,/m/064t9,Pop music
-3FY6gyb1BY, 30.000, 40.000,/m/064t9,Pop music
-3MMej_yVcE, 20.000, 30.000,/m/064t9,Pop music
-3MjCgmfghk, 0.000, 9.000,/m/064t9,Pop music
-3Mu1co4beI, 30.000, 40.000,/m/064t9,Pop music
-3PdRzNH9kg, 260.000, 270.000,/m/06j6l,Rhythm and blues
-3QvsKlR94c, 200.000, 210.000,/m/07gxw,Techno
-3RHu1ceP2M, 30.000, 40.000,/m/064t9,Pop music
-3U541s_P6g, 30.000, 40.000,/m/07gxw,Techno
-3UYPmVW3vk, 40.000, 50.000,/m/06j6l,Rhythm and blues
-3VqB2hpiyo, 30.000, 40.000,/m/07gxw,Techno
-3X5VA8F998, 160.000, 170.000,/m/0glt670,Hip hop music
-3cCdNVSvAo, 30.000, 40.000,/m/07gxw,Techno
-3dx1MH0Wbo, 120.000, 130.000,/m/0glt670,Hip hop music
-3eWvHMp_78, 60.000, 70.000,/m/06cqb,Reggae
-3exq5GotlA, 30.000, 40.000,/m/06by7,Rock music
-3fxNYxJHtw, 5.000, 15.000,/m/064t9,Pop music
-3gUw0vGA5M, 0.000, 10.000,/m/07gxw,Techno
-3h_S7n8x5w, 100.000, 110.000,/m/06by7,Rock music
-3qAwWw8P50, 30.000, 40.000,/m/064t9,Pop music
-3qGCm_qUwU, 50.000, 60.000,/m/0glt670,Hip hop music
-3s2VRVs7nk, 30.000, 40.000,/m/06j6l,Rhythm and blues
-3tSagKKPrw, 30.000, 40.000,/m/0y4f8,Vocal music
-3uiGEpypAI, 40.000, 50.000,/m/06cqb,Reggae
-3waqLAHXSo, 170.000, 180.000,/m/064t9,Pop music
-4-4_jKRGhA, 30.000, 40.000,/m/07gxw,Techno
-41ve90rks8, 30.000, 40.000,/m/07gxw,Techno
-422QB4CzHw, 30.000, 40.000,/m/07gxw,Techno
-4BAqUF8LFQ, 30.000, 40.000,/m/06j6l,Rhythm and blues
-4E1zFkq5EE, 30.000, 40.000,/m/064t9,Pop music
-4J-A-HWR1k, 20.000, 30.000,/m/06by7,Rock music
-4JYoG2Zbyo, 30.000, 40.000,/m/06j6l,Rhythm and blues
-4M2jTcVUFU, 30.000, 40.000,/m/06j6l,Rhythm and blues
-4NzR6YZ4b4, 540.000, 550.000,/m/064t9,Pop music
-4SAOxykpNg, 10.000, 20.000,/m/07gxw,Techno
-4WJRWh02PE, 200.000, 210.000,/m/06by7,Rock music
-4WaJcLICmQ, 220.000, 230.000,/m/0y4f8,Vocal music
-4ZxF-CgrqM, 30.000, 40.000,/m/07gxw,Techno
-4c5JDM1BLQ, 30.000, 40.000,/m/06j6l,Rhythm and blues
-4oH2Nk3FSU, 60.000, 70.000,/m/0glt670,Hip hop music
-4qCHBL19Dk, 320.000, 330.000,/m/07gxw,Techno
-4qTWBHmWlA, 30.000, 40.000,/m/07gxw,Techno
-4qb0bxeL7M, 30.000, 40.000,/m/06j6l,Rhythm and blues
-4sSSYzi4q0, 110.000, 120.000,/m/0glt670,Hip hop music
-4xAURtNF2I, 30.000, 40.000,/m/07gxw,Techno
-4xP-ZF1u_I, 30.000, 40.000,/m/064t9,Pop music
-52bjgE5EEc, 30.000, 40.000,/m/06j6l,Rhythm and blues
-54h8xwM0Q4, 30.000, 40.000,/m/06by7,Rock music
-56Ynl0W5J4, 30.000, 40.000,/m/07gxw,Techno
-58k6MFP1qU, 40.000, 50.000,/m/06by7,Rock music
-5HSR5eWEDU, 160.000, 170.000,/m/06by7,Rock music
-5HdiCWqsdI, 20.000, 30.000,/m/064t9,Pop music
-5JCaP30lPI, 40.000, 50.000,/m/0glt670,Hip hop music
-5KPeudJyhk, 300.000, 310.000,/m/06by7,Rock music
-5LXsxnoL0g, 30.000, 40.000,/m/064t9,Pop music
-5QyuVhISlw, 30.000, 40.000,/m/07gxw,Techno
-5Xbb4dkHiE, 30.000, 40.000,/m/07gxw,Techno
-5_XUcgrytU, 370.000, 380.000,/m/07gxw,Techno
-5fz-NoIhlE, 120.000, 130.000,/m/0y4f8,Vocal music
-5gQNGCFpPc, 30.000, 40.000,/m/06by7,Rock music
-5nsZmUpx8M, 30.000, 40.000,/m/064t9,Pop music
-5oi4-HWuwY, 130.000, 140.000,/m/0glt670,Hip hop music
-5pnFVhiCjg, 30.000, 40.000,/m/07gxw,Techno
-5v5zv0G0Jw, 30.000, 40.000,/m/06by7,Rock music
-5xGuHVEZyk, 30.000, 40.000,/m/07gxw,Techno
-5xracPgNgA, 30.000, 40.000,/m/06j6l,Rhythm and blues
-5zbl_UwZ0c, 30.000, 40.000,/m/064t9,Pop music
-60-o-PZ-tE, 30.000, 40.000,/m/0glt670,Hip hop music
-65Ee58UCQw, 160.000, 170.000,/m/06by7,Rock music
-6ATcdZRNOc, 230.000, 240.000,/m/06by7,Rock music
-6EjqGUHuzo, 30.000, 40.000,/m/07gxw,Techno
-6JIePD1AoM, 30.000, 40.000,/m/07gxw,Techno
-6JQpIEO4x4, 30.000, 40.000,/m/064t9,Pop music
-6Lwr8_zeiM, 30.000, 40.000,/m/064t9,Pop music
-6OEmK1Sg-I, 30.000, 40.000,/m/06j6l,Rhythm and blues
-6PHTNJw86o, 30.000, 40.000,/m/06j6l,Rhythm and blues
-6S69SVXie4, 30.000, 40.000,/m/06j6l,Rhythm and blues
-6WDDB5UQp0, 30.000, 40.000,/m/064t9,Pop music
-6YmLBwZXks, 30.000, 40.000,/m/064t9,Pop music
-6Z4PBJ4Oe4, 60.000, 70.000,/m/06cqb,Reggae
-6_-7sLO5F8, 30.000, 40.000,/m/06j6l,Rhythm and blues
-6evg6oUgsI, 30.000, 40.000,/m/06j6l,Rhythm and blues
-6itobOGqPg, 30.000, 40.000,/m/06j6l,Rhythm and blues
-6jwBiRsWP0, 30.000, 40.000,/m/064t9,Pop music
-6nQsu36yF4, 30.000, 40.000,/m/07gxw,Techno
-6oHqFczCBA, 10.000, 20.000,/m/06by7,Rock music
-6rbSDlzFOI, 30.000, 40.000,/m/07gxw,Techno
-6uc3dxoyN0, 110.000, 120.000,/m/064t9,Pop music
-6yY97K4kUw, 30.000, 40.000,/m/064t9,Pop music
-7-UUawmmEs, 30.000, 40.000,/m/06j6l,Rhythm and blues
-7-irKl-5Qg, 70.000, 80.000,/m/07gxw,Techno
-70yM5-fa-Y, 30.000, 40.000,/m/064t9,Pop music
-72MVD6fzps, 30.000, 40.000,/m/07gxw,Techno
-77ZTiiGLHM, 50.000, 60.000,/m/06by7,Rock music
-79EG2oS_YA, 30.000, 40.000,/m/07gxw,Techno
-7EhkVqESf4, 200.000, 210.000,/m/06by7,Rock music
-7GaxzBXd-U, 30.000, 40.000,/m/06j6l,Rhythm and blues
-7Ij9rwSyw8, 30.000, 40.000,/m/064t9,Pop music
-7Lg3GfhsRg, 0.000, 10.000,/m/06by7,Rock music
-7M-7HBMGAs, 30.000, 40.000,/m/06j6l,Rhythm and blues
-7MCAj4L-z8, 50.000, 60.000,/m/06j6l,Rhythm and blues
-7Mz1Ewl_Rs, 30.000, 40.000,/m/06j6l,Rhythm and blues
-7Qs87VXMzI, 0.000, 10.000,/m/06cqb,Reggae
-7QwO5Okm3E, 30.000, 40.000,/m/064t9,Pop music
-7UJFopjxxc, 30.000, 40.000,/m/064t9,Pop music
-7UOo6lidIo, 200.000, 210.000,/m/06by7,Rock music
-7Y8bkwVyxc, 130.000, 140.000,/m/064t9,Pop music
-7ZYXkC_Ess, 30.000, 40.000,/m/0y4f8,Vocal music
-7_3u7NZ3Hc, 30.000, 40.000,/m/06j6l,Rhythm and blues
-7aGbP7Qmjo, 30.000, 40.000,/m/07gxw,Techno
-7dRzvjW7c4, 30.000, 40.000,/m/064t9,Pop music
-7dwpCR9Fjg, 30.000, 40.000,/m/06j6l,Rhythm and blues
-7eTDXwsxjE, 30.000, 40.000,/m/064t9,Pop music
-7jaUlmrU9Y, 30.000, 40.000,/m/06j6l,Rhythm and blues
-7kw4-itWBs, 30.000, 40.000,/m/06j6l,Rhythm and blues
-7rEQyZCoxw, 30.000, 40.000,/m/07gxw,Techno
-7uUrlhxRjk, 30.000, 40.000,/m/064t9,Pop music
-7uwdUG6xkQ, 30.000, 40.000,/m/064t9,Pop music
-7xi77-Oh9Q, 60.000, 70.000,/m/06j6l,Rhythm and blues
-7zOC96Og98, 30.000, 40.000,/m/07gxw,Techno
-813GxG0Mqg, 50.000, 60.000,/m/0glt670,Hip hop music
-82J4h-dRac, 30.000, 40.000,/m/07gxw,Techno
-82OBRkQskQ, 10.000, 20.000,/m/06by7,Rock music
-85HvHf5h18, 30.000, 40.000,/m/06j6l,Rhythm and blues
-85c-agDGg4, 30.000, 40.000,/m/06j6l,Rhythm and blues
-87Qfw8Wq8k, 30.000, 40.000,/m/07gxw,Techno
-889T9LFYYM, 30.000, 40.000,/m/06j6l,Rhythm and blues
-8AVRtVQh0Q, 30.000, 40.000,/m/064t9,Pop music
-8FNA_7vyvw, 130.000, 140.000,/m/06by7,Rock music
-8MzzX-QIig, 30.000, 40.000,/m/064t9,Pop music
-8NYEZ5AXuk, 170.000, 180.000,/m/064t9,Pop music
-8UqD0e8t00, 120.000, 130.000,/m/0glt670,Hip hop music
-8XSCak63l8, 240.000, 250.000,/m/064t9,Pop music
-8eeC67qbes, 40.000, 50.000,/m/0glt670,Hip hop music
-8hhFe6_RV8, 30.000, 40.000,/m/06j6l,Rhythm and blues
-8k7UKKjE8k, 30.000, 40.000,/m/064t9,Pop music
-8rEfdFSbL4, 30.000, 40.000,/m/06j6l,Rhythm and blues
-8sGXhz72qI, 30.000, 40.000,/m/07gxw,Techno
-8vr6YYNRts, 20.000, 30.000,/m/0y4f8,Vocal music
-8xNUwDjOgA, 30.000, 40.000,/m/064t9,Pop music
-8ymaC7O9Zc, 30.000, 40.000,/m/07gxw,Techno
-900YihiaMA, 30.000, 40.000,/m/07gxw,Techno
-91sZXtTFCY, 30.000, 40.000,/m/064t9,Pop music
-94eoWhvGLA, 30.000, 40.000,/m/07gxw,Techno
-95lyFpwEJ0, 30.000, 40.000,/m/07gxw,Techno
-96nUVbDiXU, 100.000, 110.000,/m/07gxw,Techno
-98S3LOOLxo, 30.000, 40.000,/m/0y4f8,Vocal music
-994dq7xz9c, 30.000, 40.000,/m/07gxw,Techno
-99VOr2lqxM, 30.000, 40.000,/m/07gxw,Techno
-9AVPux4_Ug, 70.000, 80.000,/m/0y4f8,Vocal music
-9DpE-il6VI, 30.000, 40.000,/m/06j6l,Rhythm and blues
-9NxIgBSNcI, 5.000, 15.000,/m/064t9,Pop music
-9PNAlhK8kk, 30.000, 40.000,/m/0glt670,Hip hop music
-9TUYbWwtls, 30.000, 40.000,/m/06by7,Rock music
-9Y076KDt2w, 80.000, 90.000,/m/06by7,Rock music
-9YOGaUxjo8, 30.000, 40.000,/m/07gxw,Techno
-9dI2yJLCho, 30.000, 40.000,/m/07gxw,Techno
-9eZ4M7WAjA, 270.000, 280.000,/m/0glt670,Hip hop music
-9l7y6qYtEs, 30.000, 40.000,/m/06j6l,Rhythm and blues
-9lkWQS8Y0I, 90.000, 100.000,/m/0glt670,Hip hop music
-9p8wzm-61Q, 370.000, 380.000,/m/06by7,Rock music
-9pU0V_cyro, 17.000, 27.000,/m/07gxw,Techno
-9plQfb92A4, 90.000, 100.000,/m/0y4f8,Vocal music
-9tdnWfKLXw, 30.000, 40.000,/m/06j6l,Rhythm and blues
-A1K7CLvyMY, 30.000, 40.000,/m/06j6l,Rhythm and blues
-A7aeq5Nj9c, 70.000, 80.000,/m/06by7,Rock music
-A94Rv7YeOo, 30.000, 40.000,/m/064t9,Pop music
-AAtN9lWHjk, 30.000, 40.000,/m/07gxw,Techno
-ABDAz1Vqls, 30.000, 40.000,/m/07gxw,Techno
-AD5HvOukME, 0.000, 10.000,/m/0glt670,Hip hop music
-AFo0Dstp2k, 30.000, 40.000,/m/07gxw,Techno
-AKKS9lJGXs, 4.000, 14.000,/m/07gxw,Techno
-ALKa1FVUrU, 30.000, 40.000,/m/07gxw,Techno
-AMMMmcvUW4, 30.000, 40.000,/m/07gxw,Techno
-AMXLerpbmE, 30.000, 40.000,/m/07gxw,Techno
-AO1FeO3fgw, 30.000, 40.000,/m/064t9,Pop music
-AOdQvPCQv0, 30.000, 40.000,/m/06j6l,Rhythm and blues
-ASgI-i2tf8, 30.000, 40.000,/m/0glt670,Hip hop music
-ATAQ4acxMk, 410.000, 420.000,/m/06by7,Rock music
-AVvs0W_o8g, 30.000, 40.000,/m/064t9,Pop music
-AXZvyj4iLU, 30.000, 40.000,/m/07gxw,Techno
-AZNTBlAt9Y, 210.000, 220.000,/m/07gxw,Techno
-Aahz94dzHE, 270.000, 280.000,/m/064t9,Pop music
-AgmiF7ct9c, 30.000, 40.000,/m/06j6l,Rhythm and blues
-AgqxTr6Eks, 30.000, 40.000,/m/07gxw,Techno
-Aqt3e9aWtQ, 230.000, 240.000,/m/064t9,Pop music
-Ar4UdTmBfg, 30.000, 40.000,/m/064t9,Pop music
-Atr3TPwGbc, 21.000, 31.000,/m/06j6l,Rhythm and blues
-Au2qXCWA-4, 30.000, 40.000,/m/06j6l,Rhythm and blues
-Ay4vZx_M9o, 70.000, 80.000,/m/06cqb,Reggae
-B1mKKhLRFM, 70.000, 80.000,/m/06by7,Rock music
-B6qqoTAADw, 30.000, 40.000,/m/064t9,Pop music
-BDOpLAtV2g, 30.000, 40.000,/m/07gxw,Techno
-BE8_84eWDM, 30.000, 40.000,/m/0y4f8,Vocal music
-BEJdvmU2IY, 50.000, 60.000,/m/0y4f8,Vocal music
-BEh8GrocD4, 190.000, 200.000,/m/0glt670,Hip hop music
-BIDug9-30w, 80.000, 90.000,/m/06by7,Rock music
-BJ7vuWSzU8, 30.000, 40.000,/m/07gxw,Techno
-BM1O996r98, 30.000, 40.000,/m/064t9,Pop music
-BM9b0aeDc0, 10.000, 20.000,/m/0y4f8,Vocal music
-BVaN6Y6HWM, 30.000, 40.000,/m/064t9,Pop music
-BWAJyKFvD4, 30.000, 40.000,/m/064t9,Pop music
-BX0RVCxFUw, 30.000, 40.000,/m/07gxw,Techno
-BXSh_Y1gtw, 30.000, 40.000,/m/06j6l,Rhythm and blues
-Bb25Fe-kyk, 30.000, 40.000,/m/07gxw,Techno
-BeIEtg1P7U, 30.000, 40.000,/m/064t9,Pop music
-Bf2HPKnCzM, 30.000, 40.000,/m/07gxw,Techno
-Bh5byHnqbk, 30.000, 40.000,/m/06j6l,Rhythm and blues
-BjXMtLC5s0, 80.000, 90.000,/m/06by7,Rock music
-BqubqYQ_gw, 30.000, 40.000,/m/07gxw,Techno
-Bu2ZFi7sEU, 70.000, 80.000,/m/0y4f8,Vocal music
-BuYIT49SXc, 80.000, 90.000,/m/07gxw,Techno
-BxvYeIf2ZY, 410.000, 420.000,/m/06by7,Rock music
-C-o9D_ARxE, 30.000, 40.000,/m/064t9,Pop music
-C1ot3gZWzI, 30.000, 40.000,/m/07gxw,Techno
-C7uzYYG-0k, 30.000, 40.000,/m/064t9,Pop music
-C8cq2MJ69c, 30.000, 40.000,/m/07gxw,Techno
-CFGsN71PBg, 30.000, 40.000,/m/07gxw,Techno
-CKA1NcEWZM, 120.000, 130.000,/m/0glt670,Hip hop music
-CKAhqwOacs, 30.000, 40.000,/m/07gxw,Techno
-CKa-wIGrCo, 0.000, 10.000,/m/0glt670,Hip hop music
-COJGXJnT78, 0.000, 10.000,/m/0glt670,Hip hop music
-CSh7cIbqEA, 30.000, 40.000,/m/07gxw,Techno
-CTeEl23nII, 30.000, 40.000,/m/064t9,Pop music
-CYetVKQVgU, 18.000, 28.000,/m/07gxw,Techno
-CdCj8UrJvs, 30.000, 40.000,/m/06j6l,Rhythm and blues
-CfEApMA4MA, 30.000, 40.000,/m/07gxw,Techno
-CoZICQbBv0, 30.000, 40.000,/m/06j6l,Rhythm and blues
-Cp7Pd7vo1Q, 140.000, 150.000,/m/064t9,Pop music
-Cq28zgyLqs, 30.000, 40.000,/m/07gxw,Techno
-CuKM5-u1rU, 90.000, 100.000,/m/0glt670,Hip hop music
-CyjOa9dVIc, 130.000, 140.000,/m/0glt670,Hip hop music
-D-itHUf9MQ, 30.000, 40.000,/m/06j6l,Rhythm and blues
-D6hyqfJCMU, 30.000, 40.000,/m/064t9,Pop music
-D7mxSpQoRo, 30.000, 40.000,/m/07gxw,Techno
-D7y9TX8PQQ, 30.000, 40.000,/m/064t9,Pop music
-DIlFVbtW1s, 60.000, 70.000,/m/06by7,Rock music
-DLvRyjYk68, 30.000, 40.000,/m/064t9,Pop music
-DM9qkRz6wc, 29.000, 39.000,/m/06j6l,Rhythm and blues
-DPdbMyrYfE, 30.000, 40.000,/m/06j6l,Rhythm and blues
-DQcoLsH7AU, 20.000, 30.000,/m/0glt670,Hip hop music
-DSqtav-07Y, 2.000, 12.000,/m/064t9,Pop music
-DTGCmHMmPY, 170.000, 180.000,/m/0glt670,Hip hop music
-D_qrhuz76w, 30.000, 40.000,/m/07gxw,Techno
-DiMihR3-Hg, 0.000, 10.000,/m/064t9,Pop music
-DiX60ugYNU, 30.000, 40.000,/m/064t9,Pop music
-DohMN5ttPU, 30.000, 40.000,/m/07gxw,Techno
-DrNBtKbQmg, 30.000, 40.000,/m/07gxw,Techno
-DtgT7SUds4, 30.000, 40.000,/m/07gxw,Techno
-DxK1kz6QW8, 30.000, 40.000,/m/07gxw,Techno
-E-a_pZms1I, 340.000, 350.000,/m/07gxw,Techno
-E0udscby4Y, 30.000, 40.000,/m/07gxw,Techno
-E2aoMkUNPk, 0.000, 10.000,/m/064t9,Pop music
-E4z8AIF9Zk, 220.000, 230.000,/m/06by7,Rock music
-EAOKDazXGQ, 30.000, 40.000,/m/06j6l,Rhythm and blues
-ECnVra2qjI, 30.000, 40.000,/m/064t9,Pop music
-EHkvv4PONk, 30.000, 40.000,/m/064t9,Pop music
-EIzxNM7f-A, 30.000, 40.000,/m/07gxw,Techno
-EKh7cOp45E, 30.000, 40.000,/m/064t9,Pop music
-EOAT8AkbEY, 30.000, 40.000,/m/07gxw,Techno
-ERbIWIZ9C8, 30.000, 40.000,/m/06j6l,Rhythm and blues
-ERfoQNPbto, 10.000, 20.000,/m/064t9,Pop music
-ET2k72J6xo, 30.000, 40.000,/m/07gxw,Techno
-E_LbFUqT6s, 20.000, 30.000,/m/07gxw,Techno
-En4ILfl00s, 30.000, 40.000,/m/07gxw,Techno
-Es8CCmDJvs, 220.000, 230.000,/m/0glt670,Hip hop music
-EvMJiUtmnA, 30.000, 40.000,/m/07gxw,Techno
-EvUz3M-2HU, 130.000, 140.000,/m/06by7,Rock music
-EzAjm9PYZA, 30.000, 40.000,/m/064t9,Pop music
-Ezebdmle1Q, 390.000, 400.000,/m/07gxw,Techno
-F-2a-2nkHM, 30.000, 40.000,/m/06j6l,Rhythm and blues
-F1xbVsOIaU, 30.000, 40.000,/m/06j6l,Rhythm and blues
-F2LdTauKjQ, 30.000, 40.000,/m/07gxw,Techno
-FAqZRwU8Us, 260.000, 270.000,/m/06j6l,Rhythm and blues
-FCQxFBNl14, 30.000, 40.000,/m/07gxw,Techno
-FJag1NXZbE, 140.000, 150.000,/m/06by7,Rock music
-FLirUAM0Jw, 20.000, 30.000,/m/064t9,Pop music
-FOzr1BG4Ko, 30.000, 40.000,/m/064t9,Pop music
-FP5Ig_a-T0, 30.000, 40.000,/m/06j6l,Rhythm and blues
-FPOpqZXqLk, 30.000, 40.000,/m/06j6l,Rhythm and blues
-FUH1TBGLbM, 30.000, 40.000,/m/07gxw,Techno
-FW9Q2LQ_Qw, 30.000, 40.000,/m/064t9,Pop music
-FWukERhOQA, 130.000, 140.000,/m/064t9,Pop music
-FXIpbWJgVc, 20.000, 30.000,/m/0glt670,Hip hop music
-FXrkIOpEeY, 70.000, 80.000,/m/0glt670,Hip hop music
-FY0nC3beqw, 300.000, 310.000,/m/06by7,Rock music
-FY7bRIs1nk, 30.000, 40.000,/m/064t9,Pop music
-FbORHX6Msk, 60.000, 70.000,/m/0y4f8,Vocal music
-FbdlFNAeRk, 30.000, 40.000,/m/064t9,Pop music
-Fj-iOgWB4A, 30.000, 40.000,/m/064t9,Pop music
-FkuQ2miN-4, 30.000, 40.000,/m/064t9,Pop music
-FoClxkytjM, 30.000, 40.000,/m/0y4f8,Vocal music
-FobAvObwA4, 30.000, 40.000,/m/064t9,Pop music
-FsFazD-wBc, 50.000, 60.000,/m/06by7,Rock music
-FyHkJUTvos, 30.000, 40.000,/m/07gxw,Techno
-FzuETN-QO4, 30.000, 40.000,/m/07gxw,Techno
-G-ALtUfk6w, 150.000, 160.000,/m/0y4f8,Vocal music
-G0VnkamUDg, 30.000, 40.000,/m/06j6l,Rhythm and blues
-G1LFeP7Jno, 190.000, 200.000,/m/07gxw,Techno
-G2L5YEKC7o, 510.000, 520.000,/m/06by7,Rock music
